limit_bal,sex,education,marriage,age,pay_amt6,default_payment_next_month
30000,2,2,1,32,4985,0
200000,2,3,2,47,6836,1
170000,2,1,2,31,398,1
360000,1,2,1,35,0,0
230000,2,1,2,28,3000,0
50000,1,2,1,27,0,0
200000,2,1,1,27,1304,0
220000,1,1,1,43,0,1
240000,1,1,2,47,0,1
200000,1,1,1,52,396,0
20000,2,2,2,24,1327,0
150000,2,3,2,30,0,1
200000,1,1,1,39,0,0
30000,2,2,1,35,2000,0
100000,1,3,1,56,732,0
50000,1,2,2,23,1004,1
240000,2,2,2,26,3520,0
80000,2,1,2,23,0,0
200000,1,1,1,57,1000,1
200000,2,3,2,47,7100,0
160000,1,2,2,33,4500,0
80000,1,3,1,73,5100,1
340000,1,1,2,32,2016,0
390000,2,1,2,31,5000,0
240000,2,2,1,46,1000,0
20000,1,3,1,43,1700,0
310000,2,2,1,35,5987,1
370000,1,1,2,50,4699,0
500000,2,1,1,38,600,0
60000,2,2,1,24,2000,1
240000,1,1,2,34,27162,0
160000,2,1,2,29,13000,0
150000,2,2,1,45,10675,0
50000,2,3,2,37,30592,1
380000,2,1,2,30,5000,0
20000,1,1,2,27,376,0
130000,1,2,2,38,4796,0
210000,2,1,2,30,909,0
50000,2,3,1,44,1000,0
80000,2,2,1,32,0,0
270000,2,1,2,28,15000,0
350000,1,1,2,33,0,0
300000,2,2,1,27,0,0
200000,1,1,1,57,1000,1
130000,2,2,2,29,5750,0
30000,1,2,2,30,1000,0
180000,2,2,1,30,1000,0
200000,1,1,1,36,10000,0
130000,2,3,1,28,0,0
410000,2,2,2,27,5350,0
90000,2,2,1,40,0,0
400000,2,2,2,40,385,0
280000,1,2,1,41,5000,0
80000,1,1,2,31,390,0
360000,1,1,1,43,68978,0
230000,2,1,2,28,3000,0
180000,2,1,2,29,0,0
60000,2,3,3,42,2000,0
180000,2,2,2,28,2000,0
300000,2,1,1,36,3000,0
100000,2,3,1,35,0,0
50000,1,2,3,42,1132,1
20000,1,2,2,29,0,0
180000,2,1,2,29,5114,0
330000,2,1,1,37,0,0
60000,1,3,1,31,0,1
50000,2,1,2,24,0,1
100000,1,3,1,56,732,0
50000,1,1,2,44,1000,0
60000,2,1,2,27,846,1
90000,2,2,1,35,0,0
50000,1,1,2,34,1030,0
50000,2,3,2,22,904,1
30000,1,2,2,32,1000,0
260000,2,2,1,46,12151,0
190000,2,1,2,26,1400,0
80000,2,2,2,48,2000,0
400000,2,2,1,44,2800,0
440000,2,1,2,36,0,0
300000,2,1,2,31,500,0
70000,2,2,2,26,1820,1
240000,2,2,1,37,6000,0
200000,2,1,2,31,1103,0
30000,2,2,1,43,800,0
230000,2,1,1,32,0,0
320000,1,1,1,47,516,0
100000,2,1,2,28,3000,0
360000,1,3,1,55,0,0
400000,2,2,2,40,385,0
80000,2,1,1,28,276,1
30000,1,2,1,43,1000,0
410000,2,2,2,27,5350,0
50000,1,1,2,39,2000,0
460000,1,1,1,40,0,1
50000,2,1,2,26,316,0
70000,2,3,1,27,2258,0
170000,2,2,1,33,4500,0
400000,2,2,2,29,862,0
300000,2,3,1,34,5500,1
240000,2,2,1,33,8000,0
160000,2,1,1,38,1916,0
200000,1,1,1,52,396,0
20000,2,1,1,30,0,1
50000,1,3,2,55,994,1
50000,1,2,2,23,1004,1
210000,1,3,1,45,10478,1
130000,1,2,2,38,4796,0
80000,2,2,2,43,882,0
50000,2,2,2,22,10000,0
260000,2,1,2,33,0,0
50000,2,2,2,23,0,0
230000,2,1,2,28,0,0
130000,1,2,1,31,780,0
210000,2,1,1,46,19777,0
150000,1,1,2,27,5000,0
50000,2,2,1,46,0,1
30000,2,2,2,22,1560,0
260000,1,1,1,30,651,1
260000,2,3,1,53,459,0
30000,1,1,2,24,1000,1
340000,1,2,1,55,77195,0
60000,2,1,2,27,846,1
10000,1,2,1,56,160,1
110000,2,2,1,55,1000,0
30000,1,1,1,27,0,1
210000,1,1,2,30,10000,0
30000,2,3,2,22,0,1
160000,2,1,1,37,316,0
360000,1,2,2,38,105700,0
50000,2,2,2,23,2000,0
30000,2,2,1,35,2000,0
500000,2,1,1,47,20000,0
50000,1,3,2,37,0,1
220000,1,1,1,43,0,1
300000,2,1,1,45,291,0
10000,1,2,1,45,200,1
200000,2,1,2,31,1103,0
80000,2,3,2,53,2000,0
50000,2,1,1,34,1114,0
300000,2,3,1,34,5500,1
220000,1,2,2,29,0,0
360000,1,1,2,29,0,0
350000,2,2,1,31,784,0
50000,2,2,2,23,18300,1
230000,2,2,2,38,2213,0
30000,2,3,2,52,0,1
200000,1,1,2,28,10000,0
50000,1,2,2,31,5000,1
80000,1,1,2,30,0,0
60000,2,2,2,26,3000,0
360000,1,1,1,47,10007,0
150000,1,2,1,43,5334,0
140000,2,1,1,36,0,0
100000,1,3,1,50,0,0
260000,1,2,2,30,2003,0
150000,1,2,1,43,5334,0
20000,2,2,2,23,4,0
50000,1,2,2,41,684,0
240000,1,1,2,41,924,0
260000,2,1,1,60,0,0
10000,1,2,2,24,0,0
260000,2,2,1,35,25000,0
130000,2,3,1,43,3681,0
240000,2,2,2,26,500,0
210000,2,2,1,47,0,0
50000,1,2,2,30,2000,0
300000,1,2,2,31,773,0
20000,1,2,1,38,0,1
450000,2,1,1,42,0,1
500000,2,2,2,23,19000,1
500000,2,2,1,36,0,0
250000,2,2,1,40,67619,0
50000,1,2,1,37,2000,0
60000,2,2,1,24,2000,1
110000,2,2,1,46,3500,0
100000,1,3,2,49,0,0
220000,1,1,2,43,0,0
360000,1,1,2,28,167000,1
300000,1,1,2,34,0,1
20000,1,2,1,34,1000,1
80000,2,2,2,22,2000,0
60000,1,3,1,38,0,0
280000,2,2,1,39,5000,1
80000,2,3,1,57,100,0
30000,1,2,2,39,148,0
140000,1,1,2,32,0,0
30000,2,1,1,31,1623,0
30000,1,2,2,29,0,0
70000,1,2,1,39,0,0
140000,1,2,1,32,2602,0
50000,1,2,1,57,679,0
30000,1,3,1,45,0,0
60000,1,3,1,31,0,1
50000,1,1,2,29,0,1
140000,2,1,2,24,0,0
170000,1,1,1,53,361,0
70000,1,3,1,51,2100,1
20000,1,2,2,24,0,0
400000,2,2,2,40,385,0
60000,1,3,1,49,2500,0
50000,2,1,2,24,0,1
330000,1,3,1,46,8200,0
210000,2,1,1,42,0,1
360000,2,1,2,26,2963,0
20000,2,2,2,40,0,0
180000,2,1,1,38,0,0
200000,1,2,1,38,0,1
40000,1,2,2,23,0,0
350000,1,1,1,38,0,0
510000,2,1,2,35,2115,0
360000,1,1,1,43,68978,0
410000,1,1,2,32,0,0
40000,1,2,2,23,0,0
140000,1,2,2,26,5400,1
80000,2,3,2,35,2000,0
30000,1,2,2,32,1000,1
20000,1,2,2,49,0,0
330000,2,2,1,56,384,0
50000,1,1,1,37,0,0
230000,2,1,1,42,0,0
80000,2,2,2,24,0,1
470000,2,3,3,33,3000,0
360000,2,1,2,25,0,1
100000,1,1,2,38,0,0
360000,2,1,2,32,38313,0
200000,2,1,2,38,317,0
20000,1,3,1,43,1700,0
110000,2,1,1,48,0,0
50000,2,2,2,26,3003,0
440000,2,1,2,29,6010,0
200000,1,1,2,32,2500,0
260000,2,2,2,24,3000,0
390000,2,1,2,31,5000,0
180000,1,2,2,26,62,1
500000,1,2,1,38,2132,0
50000,2,2,1,26,2000,0
410000,2,5,1,42,8300,0
200000,2,1,1,34,300,1
330000,2,3,2,45,11678,0
20000,2,1,2,24,12111,0
180000,2,1,2,26,4028,0
220000,1,2,2,34,500,0
180000,1,1,1,39,1898,0
180000,2,1,2,25,1622,0
230000,2,1,2,28,0,0
500000,1,3,1,39,12022,0
500000,1,1,1,36,10002,0
50000,1,3,2,55,994,1
60000,2,1,2,27,846,1
180000,1,2,1,45,1500,1
360000,2,1,1,40,4700,1
270000,1,1,2,32,0,0
30000,2,1,2,56,7024,0
200000,1,1,2,31,5300,0
300000,2,2,2,35,15000,0
30000,1,3,1,45,0,0
270000,2,1,2,28,15000,0
150000,2,3,2,28,3050,0
160000,2,1,2,28,10000,0
200000,1,1,2,28,10000,0
50000,1,3,2,23,997,0
320000,1,1,1,47,516,0
20000,1,3,2,35,0,0
200000,2,1,1,27,1304,0
60000,2,2,1,33,599,0
100000,2,3,1,43,0,0
170000,2,1,2,31,398,1
350000,2,2,1,31,784,0
30000,2,2,1,43,800,0
200000,1,2,2,31,4000,0
30000,1,2,1,43,0,0
90000,2,2,1,35,2000,0
180000,1,1,1,39,1898,0
70000,1,1,1,46,1800,0
20000,2,3,1,40,780,0
10000,2,3,2,22,0,1
100000,1,3,2,49,0,0
50000,2,3,1,49,0,0
20000,1,3,1,43,1700,0
200000,2,1,1,34,300,1
200000,2,2,1,58,185652,0
330000,2,3,2,45,11678,0
60000,2,2,2,29,420,0
200000,2,1,2,27,2880,0
250000,1,1,2,41,3117,1
100000,2,3,1,43,4500,1
140000,2,2,1,39,3000,0
20000,2,3,1,25,0,0
60000,2,2,1,46,1500,0
30000,2,1,2,27,0,0
500000,2,1,1,34,15816,0
160000,2,1,2,28,10000,0
160000,2,1,2,29,13000,0
180000,2,1,1,53,0,0
100000,2,2,2,27,0,0
10000,1,2,2,33,1500,0
180000,2,2,2,35,0,0
230000,2,1,2,38,4900,0
70000,2,2,2,36,2000,0
110000,1,3,2,46,2454,0
250000,1,1,2,41,3117,1
50000,1,2,1,36,20011,0
110000,2,2,2,26,0,0
180000,2,2,1,32,2000,0
20000,1,2,2,49,0,0
60000,2,1,2,27,200,0
320000,2,2,2,33,3754,0
50000,1,1,1,35,172,0
40000,1,1,2,27,2078,1
120000,1,2,2,26,5000,0
90000,2,2,2,25,3100,0
30000,1,2,2,28,0,0
50000,2,1,2,33,0,0
140000,2,2,1,39,3000,0
20000,1,2,1,37,782,0
30000,2,2,2,25,0,0
40000,2,1,2,29,0,1
170000,2,2,2,28,0,0
290000,1,3,1,47,369,0
100000,2,3,1,50,2500,1
80000,2,3,2,53,2000,0
630000,2,2,1,47,4981,0
160000,2,2,2,27,2500,0
50000,2,2,3,30,1600,1
320000,2,1,2,27,11341,0
100000,2,2,2,26,1525,0
210000,2,1,2,30,909,0
500000,1,1,1,43,0,1
240000,2,3,1,50,7714,1
50000,2,2,2,25,3000,1
250000,2,2,1,40,67619,0
20000,1,2,2,23,10000,1
380000,1,1,2,30,0,1
20000,1,2,2,24,0,0
500000,2,3,1,38,5391,0
200000,2,2,1,28,1504,0
360000,1,3,1,55,0,0
280000,2,2,2,28,1000,0
180000,2,2,2,35,0,0
200000,2,2,1,34,390,0
310000,1,2,1,44,2653,0
290000,2,1,2,37,0,0
30000,1,2,2,34,512,0
130000,2,3,1,28,0,0
110000,2,2,2,26,0,0
10000,1,2,2,37,0,0
220000,1,1,1,43,0,1
50000,1,2,1,38,2000,0
40000,1,2,2,23,0,0
90000,2,3,2,29,0,0
360000,2,1,2,25,0,1
360000,2,1,2,26,2963,0
220000,1,2,2,25,2000,0
70000,1,2,1,48,4590,1
700000,2,1,1,39,17785,0
150000,1,1,2,41,472,1
350000,1,1,2,41,0,0
120000,1,1,2,34,0,0
200000,2,1,2,29,125,0
50000,2,3,1,44,1000,0
50000,2,1,1,34,1000,0
180000,2,3,1,39,2000,1
60000,2,3,3,42,2000,0
340000,1,2,1,55,77195,0
30000,1,2,2,47,0,0
50000,1,1,1,35,172,0
20000,1,1,2,27,376,0
210000,1,1,2,38,2502,0
120000,1,1,2,34,0,0
30000,1,1,2,24,1800,0
400000,2,2,2,41,6012,0
90000,2,2,2,25,3100,0
50000,2,3,1,40,1000,0
70000,2,2,2,28,0,0
100000,2,2,2,26,1525,0
180000,2,1,2,25,1622,0
20000,2,3,1,40,780,0
30000,1,3,1,55,1500,1
20000,2,3,1,40,780,0
60000,2,2,2,22,617,0
250000,2,2,1,40,67619,0
40000,2,2,2,23,0,0
50000,1,2,2,26,649,1
190000,2,1,2,41,0,1
110000,2,2,2,33,102,1
360000,1,2,2,29,7300,0
70000,2,1,2,24,1952,0
230000,2,1,1,30,10000,0
50000,2,2,1,61,1039,0
240000,2,2,2,26,500,0
80000,2,2,2,23,426,0
30000,1,2,1,43,0,0
130000,2,2,1,34,2000,0
50000,1,1,2,24,2130,0
70000,2,2,1,37,2700,0
270000,1,1,2,34,1712,0
50000,1,3,2,57,1048,0
200000,1,1,2,39,0,0
260000,1,1,1,41,10000,0
30000,2,2,2,24,3000,0
90000,2,1,2,25,0,0
20000,1,3,2,44,1500,0
10000,2,3,2,22,0,1
300000,2,2,2,35,15000,0
50000,1,3,1,54,4000,0
150000,1,1,2,27,5000,0
400000,2,2,2,40,385,0
300000,2,2,1,34,5000,0
70000,1,3,1,30,1000,0
320000,1,1,1,47,516,0
30000,2,2,2,22,0,1
150000,1,2,1,50,5000,0
310000,1,2,1,44,2653,0
210000,2,1,1,38,9616,1
50000,1,1,2,28,0,0
20000,1,2,2,27,300,0
40000,2,1,2,30,0,0
50000,1,2,2,23,600,0
500000,2,2,1,54,51582,0
360000,1,1,1,51,0,0
130000,2,3,2,49,0,1
30000,2,2,1,31,0,0
50000,1,2,2,42,0,0
20000,2,1,2,25,800,0
160000,2,1,2,28,10000,0
360000,2,2,2,32,10000,0
50000,1,1,2,26,0,0
10000,1,2,2,27,700,1
400000,2,2,1,38,9085,0
100000,2,1,2,28,3000,1
50000,2,2,1,31,1047,1
100000,1,1,2,27,200,0
360000,2,2,2,39,9004,0
500000,1,1,2,32,10000,0
50000,1,2,2,29,6318,0
200000,2,2,1,37,2500,1
30000,2,1,2,56,7024,0
450000,1,1,2,38,6728,0
90000,2,2,1,35,0,0
50000,1,2,2,30,2000,0
400000,2,2,1,38,9085,0
180000,1,1,1,39,1898,0
240000,1,1,2,28,526,0
380000,1,2,2,34,4400,0
200000,2,2,1,32,10190,0
220000,2,2,1,36,792,1
50000,2,2,1,34,4000,0
260000,1,1,1,41,10000,0
250000,2,2,1,40,67619,0
470000,2,2,1,27,5001,1
200000,1,1,2,30,1000,0
230000,2,2,2,27,4641,1
80000,2,2,2,24,1800,1
250000,1,1,2,41,3117,1
100000,1,3,2,49,0,0
110000,1,3,1,56,4976,0
50000,1,2,1,36,20011,0
250000,2,1,1,34,3920,0
140000,2,2,2,23,1700,0
30000,1,2,2,29,0,0
130000,1,2,1,31,780,0
170000,1,1,1,53,361,0
100000,2,2,2,27,0,0
20000,1,1,2,24,1069,0
290000,2,1,2,29,0,1
230000,2,2,1,30,2959,1
140000,2,1,2,37,0,0
230000,2,2,1,32,2800,1
280000,2,2,1,44,15000,1
360000,2,2,2,53,8736,0
90000,1,1,2,23,2000,0
30000,2,2,2,22,0,1
290000,2,1,1,34,7000,0
180000,1,1,1,46,7000,0
200000,1,1,1,53,5000,1
230000,2,1,1,32,0,0
100000,2,1,2,27,0,0
30000,2,2,1,36,1500,1
210000,2,2,1,41,419,1
240000,2,2,2,26,500,0
20000,1,1,2,27,0,0
200000,1,1,2,34,8500,0
100000,2,1,2,48,3000,0
50000,1,3,2,57,1048,0
200000,2,2,1,34,390,0
130000,2,3,1,28,0,0
180000,2,3,1,39,2000,1
50000,2,1,1,34,1000,0
140000,2,3,1,28,1000,0
160000,2,3,1,51,23250,0
110000,2,2,1,46,3500,0
400000,2,2,1,44,2800,0
50000,1,2,2,23,1000,0
290000,2,1,2,37,0,0
260000,1,1,2,44,316,0
200000,2,3,3,45,5016,0
100000,1,2,2,37,2305,0
470000,1,2,2,33,51305,0
310000,1,1,2,32,4223,0
50000,2,3,2,49,826,0
80000,1,2,2,32,1500,0
80000,1,2,2,25,6305,0
260000,2,2,2,24,3000,0
130000,2,2,1,33,4000,0
20000,1,2,1,46,319,0
140000,2,1,1,36,0,0
30000,2,2,2,22,1560,0
160000,2,2,2,32,2303,0
80000,2,2,2,24,0,1
170000,2,2,2,27,6200,0
60000,2,1,2,23,1200,1
360000,1,1,2,36,0,1
160000,1,1,2,35,0,0
230000,1,1,1,59,6945,1
30000,2,2,1,46,800,0
260000,2,2,2,24,3000,0
360000,1,1,2,33,4000,0
50000,2,3,1,49,0,0
100000,2,1,2,27,0,0
330000,2,2,1,56,384,0
180000,2,2,2,28,460,0
200000,1,1,1,53,5000,1
100000,1,3,2,32,2015,0
300000,2,1,2,30,746,0
440000,2,1,2,36,0,0
10000,2,2,1,31,322,0
120000,2,2,1,25,0,0
200000,1,2,2,31,4000,0
320000,1,1,1,60,52466,1
30000,1,2,1,43,0,0
180000,2,2,1,34,3800,0
110000,2,2,2,33,102,1
200000,2,1,2,27,2880,0
360000,1,1,2,28,16071,0
100000,1,1,2,27,200,0
70000,1,1,2,27,0,0
340000,1,1,2,32,2016,0
200000,2,3,2,47,7100,0
50000,2,3,1,47,0,0
10000,2,2,1,31,322,0
70000,2,2,1,37,2700,0
20000,2,3,1,24,0,0
60000,2,2,2,29,420,0
30000,2,2,1,43,800,0
160000,1,1,2,35,0,0
320000,1,1,1,40,8000,0
120000,2,2,1,32,4003,0
50000,1,2,2,23,1500,1
320000,1,1,1,49,50000,0
90000,2,2,2,29,3000,0
610000,2,1,2,31,2000,0
60000,2,1,2,26,0,0
50000,2,2,1,26,2000,0
50000,1,2,2,26,649,1
50000,2,2,2,22,0,1
270000,1,1,2,34,1712,0
110000,1,2,2,29,2000,1
140000,2,2,3,41,2399,1
380000,1,2,2,34,4400,0
60000,1,3,1,49,2500,0
150000,2,3,1,34,0,0
130000,2,3,2,29,13899,0
150000,2,1,2,28,0,0
50000,1,1,2,29,0,1
20000,2,2,1,32,616,1
230000,2,1,1,42,0,0
30000,2,1,2,27,0,0
110000,2,1,2,25,3202,0
50000,2,3,2,49,826,0
360000,2,1,1,30,0,0
360000,2,1,2,29,0,1
30000,2,2,1,32,4985,0
110000,2,3,0,31,8954,0
450000,1,2,2,33,2515,0
50000,1,1,2,26,0,0
140000,1,1,1,40,4767,0
90000,1,3,1,48,4086,0
220000,2,2,2,27,153504,0
30000,2,2,2,51,967,0
20000,1,2,1,34,1000,1
20000,2,3,2,24,4739,0
50000,1,2,1,37,2000,0
360000,2,1,2,29,0,1
230000,2,6,2,46,7000,0
200000,2,1,2,26,2015,0
130000,2,3,2,29,13899,0
320000,2,1,2,27,11341,0
210000,2,1,1,46,19777,0
370000,1,1,2,50,4699,0
230000,1,1,1,39,660,0
200000,2,3,2,47,7100,0
20000,1,2,2,25,0,0
480000,2,3,1,41,2000,0
200000,1,1,2,31,0,0
60000,2,2,2,22,617,0
90000,2,2,1,35,0,0
50000,2,1,2,52,0,0
30000,1,6,1,53,0,0
50000,2,3,1,44,1000,0
120000,2,2,2,35,240,1
80000,1,1,2,25,14000,0
50000,1,2,2,23,2400,0
50000,1,3,2,26,683,0
500000,2,3,1,38,5391,0
60000,1,1,2,30,1000,0
200000,2,1,2,38,317,0
260000,1,2,2,30,2003,0
140000,1,3,1,36,3300,0
400000,1,2,1,34,5712,0
30000,2,1,2,56,7024,0
240000,1,1,2,28,526,0
50000,2,3,1,35,640,0
50000,2,3,1,44,1000,0
380000,1,1,1,51,0,1
190000,2,1,2,28,5865,0
80000,1,2,2,26,1000,1
50000,1,3,2,23,997,0
80000,2,2,1,23,1,0
180000,1,2,2,39,0,0
150000,1,3,2,39,0,0
220000,2,1,1,36,1039,0
200000,2,1,1,38,0,0
20000,2,3,1,24,0,0
180000,2,1,2,26,4028,0
50000,1,2,1,36,20011,0
110000,2,2,1,40,3800,0
80000,2,1,2,23,0,0
50000,1,2,2,23,2400,0
210000,1,3,2,25,7967,1
80000,2,2,2,24,1800,1
360000,1,1,1,43,68978,0
60000,2,1,2,23,1200,1
200000,1,1,1,57,1000,1
40000,1,1,2,27,2078,1
80000,2,2,2,48,2000,0
60000,1,2,2,23,616,1
50000,1,3,2,37,0,1
70000,2,3,1,50,690,0
30000,2,2,2,51,967,0
210000,2,1,1,46,19777,0
170000,1,2,2,31,3000,0
30000,1,2,1,35,0,0
50000,1,1,2,30,0,1
160000,2,1,2,29,5654,1
500000,1,1,2,36,17397,1
50000,1,2,2,31,5000,1
360000,2,1,1,34,4230,0
180000,1,1,1,46,7000,0
500000,2,3,1,38,5391,0
170000,2,3,3,56,614,0
150000,2,5,2,46,0,1
50000,1,2,1,37,2000,0
210000,2,2,2,30,4000,0
170000,2,2,1,37,5000,0
50000,1,2,2,23,1004,1
160000,2,1,2,26,0,1
130000,2,3,1,28,0,0
280000,2,2,2,28,1000,0
270000,1,1,2,32,0,0
70000,2,2,2,28,0,0
200000,1,1,1,39,0,0
100000,1,1,2,35,47970,0
80000,2,1,2,37,4000,0
170000,2,2,2,27,6200,0
50000,2,1,2,30,1000,0
130000,1,1,2,29,1500,0
50000,2,3,1,47,0,0
30000,1,3,1,42,0,0
20000,2,1,2,22,1600,0
160000,1,1,1,41,0,0
20000,2,2,2,46,0,0
350000,1,1,1,38,0,0
230000,2,3,2,30,0,0
70000,1,3,1,32,5500,0
10000,1,2,2,24,0,0
50000,2,2,2,23,0,0
260000,2,2,1,31,38923,0
10000,1,2,2,27,700,1
40000,2,1,2,30,0,0
360000,2,2,2,32,10000,0
600000,1,1,1,53,20000,1
60000,2,1,2,27,0,0
140000,1,1,2,32,0,0
350000,2,2,1,31,784,0
170000,1,2,2,29,10000,0
110000,1,1,3,55,0,1
10000,1,2,1,45,200,1
50000,2,2,2,31,2420,0
50000,2,3,2,49,0,0
260000,1,1,2,44,316,0
50000,2,2,3,30,1600,1
50000,1,2,2,23,600,0
140000,2,2,3,41,2399,1
200000,1,1,1,53,5000,1
180000,1,1,1,39,1898,0
80000,1,1,2,30,0,0
130000,2,2,2,29,1365,0
620000,2,2,1,45,6000,1
240000,2,1,1,42,0,0
170000,1,2,2,31,3000,0
400000,2,2,2,41,6012,0
130000,2,2,2,29,1365,0
120000,2,2,1,32,4003,0
50000,1,2,2,27,390,0
30000,1,2,2,28,0,0
20000,2,3,2,49,1000,1
500000,1,1,2,36,17397,1
290000,2,1,1,34,7000,0
180000,2,1,1,38,0,0
360000,2,2,2,39,9004,0
90000,2,1,1,41,1362,0
20000,2,3,2,36,0,1
20000,2,3,2,49,1000,1
50000,2,2,1,43,501,0
30000,1,2,2,47,0,0
90000,2,3,3,51,525,1
90000,2,2,2,24,102,0
180000,2,2,2,28,460,0
330000,1,3,1,46,8200,0
80000,2,1,2,23,0,0
100000,2,1,2,48,3000,0
190000,2,1,2,28,2000,1
170000,2,2,1,37,5000,0
320000,1,1,1,40,8000,0
160000,1,1,2,34,3013,0
10000,1,2,2,24,0,0
50000,2,2,1,36,0,0
440000,2,1,2,35,5500,0
190000,1,2,2,34,2769,1
190000,2,1,2,28,5865,0
140000,2,2,2,23,1700,0
240000,2,2,2,38,563,0
230000,1,2,2,58,0,0
50000,2,1,2,24,389,0
360000,2,1,2,32,38313,0
50000,1,2,2,23,1500,1
100000,2,1,2,27,0,0
40000,1,1,2,27,2078,1
20000,1,3,2,35,0,0
120000,2,2,1,39,0,1
450000,1,1,1,40,0,1
180000,2,3,1,34,2000,0
150000,2,1,2,29,5000,0
20000,1,2,2,25,0,0
180000,1,1,2,27,0,1
500000,1,1,1,37,10526,0
500000,1,1,2,32,10000,0
230000,2,2,1,28,1000,1
240000,2,2,2,44,0,1
170000,2,2,2,28,95,1
200000,1,1,1,52,396,0
160000,1,1,2,30,50000,0
30000,2,3,2,52,0,1
50000,1,1,2,25,0,1
70000,1,3,2,42,1500,1
210000,1,1,2,38,2502,0
30000,1,2,2,39,148,0
180000,1,1,2,27,0,1
300000,1,1,2,34,0,1
230000,1,1,1,59,6945,1
50000,1,1,2,26,0,0
200000,2,2,2,36,0,0
50000,2,3,1,51,0,1
240000,2,2,1,33,8000,0
50000,2,2,2,23,2000,0
350000,1,1,2,41,0,0
200000,2,1,2,26,2015,0
420000,2,2,2,31,2324,0
500000,1,1,2,36,17397,1
100000,2,1,2,27,0,0
120000,1,1,2,32,0,1
240000,1,1,2,37,65935,0
100000,2,2,1,38,1500,1
30000,1,3,1,48,530,0
200000,1,2,1,38,10000,0
120000,2,2,2,26,738,0
500000,2,2,2,43,1572,0
450000,2,3,1,36,3238,0
460000,1,1,1,40,0,1
200000,2,1,2,26,2015,0
50000,2,3,1,47,0,0
160000,2,1,2,28,10000,0
50000,1,2,2,30,0,0
160000,1,1,2,26,6066,0
200000,2,2,1,32,10190,0
120000,1,1,2,34,0,0
110000,2,2,2,36,2200,0
20000,2,2,2,22,1000,0
360000,1,1,2,26,0,0
90000,1,2,2,35,1143,0
90000,2,2,1,35,0,0
160000,1,1,1,41,0,0
30000,2,2,3,22,2500,0
50000,1,2,1,48,2500,0
260000,2,1,1,44,1104,1
220000,1,1,1,43,0,1
120000,1,2,2,25,2000,0
80000,2,2,2,24,1800,1
390000,2,1,2,45,3,0
160000,1,1,1,41,0,0
230000,2,1,2,38,4900,0
300000,2,3,1,29,0,0
140000,1,2,1,32,2602,0
20000,1,2,2,25,0,1
300000,1,1,1,42,2709,1
100000,2,3,1,43,0,0
130000,2,2,1,33,4000,0
380000,2,1,2,30,5000,0
30000,2,2,2,24,0,0
210000,2,2,2,30,4000,0
20000,1,3,1,43,1700,0
10000,1,2,2,22,500,0
230000,2,1,1,35,6000,0
210000,1,1,2,29,0,1
360000,2,2,2,39,9004,0
20000,1,2,1,38,0,1
240000,2,2,2,26,500,0
90000,2,1,2,25,0,0
230000,2,1,2,37,0,0
20000,1,5,2,22,0,0
110000,1,3,1,56,4976,0
200000,2,1,1,35,0,0
20000,2,1,1,30,0,1
120000,1,1,2,32,0,1
470000,2,2,1,27,5001,1
330000,1,1,2,25,2566,0
140000,1,2,2,26,5400,1
360000,1,1,2,28,16071,0
200000,2,3,2,47,7100,0
120000,1,1,1,34,450,0
80000,1,2,1,32,5002,0
80000,1,2,2,32,1500,0
280000,1,1,2,31,5000,0
70000,1,1,2,27,0,0
100000,1,1,2,35,47970,0
280000,2,2,1,56,6321,0
130000,2,1,1,36,4000,0
170000,2,2,2,33,0,0
200000,2,2,2,33,3000,0
150000,2,2,1,45,10675,0
280000,1,2,1,40,6737,0
70000,2,1,2,25,2500,0
200000,2,3,2,30,4500,0
280000,2,2,2,27,0,0
80000,2,2,2,23,0,0
20000,2,3,2,24,4739,0
50000,1,3,1,58,638,0
240000,2,2,1,46,1000,0
290000,1,1,1,53,8546,1
20000,2,2,3,52,641,0
300000,1,1,1,42,2709,1
170000,2,2,2,27,6200,0
210000,1,1,2,38,2502,0
100000,1,2,2,37,2305,0
260000,2,2,1,31,38923,0
230000,2,1,2,37,0,0
360000,1,1,2,28,167000,1
280000,1,1,2,33,345293,1
50000,1,2,2,23,600,0
50000,2,2,2,31,2420,0
70000,1,1,1,46,1800,0
30000,2,1,2,40,60,0
170000,1,2,2,29,10000,0
360000,2,2,2,53,8736,0
200000,1,1,2,32,2500,0
330000,2,1,1,37,0,0
190000,1,2,2,34,2769,1
240000,2,2,1,37,6000,0
460000,1,1,1,40,0,1
30000,2,2,2,24,0,0
280000,1,1,1,41,4437,0
230000,2,1,1,35,6000,0
290000,2,2,2,34,12031,0
50000,2,2,2,27,1100,0
160000,1,1,2,34,3013,0
20000,1,2,1,33,458,0
50000,1,1,2,34,1030,0
100000,2,2,2,26,1525,0
120000,2,1,2,34,2037,0
190000,2,1,2,28,5865,0
210000,2,1,1,42,0,1
50000,2,1,2,24,0,1
200000,1,1,2,30,1000,0
140000,2,3,1,28,1000,0
80000,2,3,2,53,2000,0
160000,2,1,1,33,1145,0
240000,2,2,2,26,3520,0
180000,1,2,2,39,0,0
50000,1,1,1,41,1000,0
50000,1,2,1,27,0,0
160000,2,2,2,25,0,0
180000,1,1,1,46,7000,0
50000,2,2,2,22,10000,0
50000,1,2,2,23,600,0
360000,2,1,2,29,0,0
100000,2,3,1,43,4500,1
20000,1,3,2,35,0,0
50000,2,3,1,22,197,0
